,Title,Summary,DOI,Categories,Publish Time,Authors
59,A quantum secret ballot,"The paper concerns the protection of the secrecy of ballots, so that the
identity of the voters cannot be matched with their vote. To achieve this we
use an entangled quantum state to represent the ballots. Each ballot includes
the identity of the voter, explicitly marked on the ""envelope"" containing it.
Measuring the content of the envelope yields a random number which reveals no
information about the vote. However, the outcome of the elections can be
unambiguously decided after adding the random numbers from all envelopes. We
consider a few versions of the protocol and their complexity of implementation.",quant-ph/0602087v2,"['quant-ph', 'cs.CC']",2006-02-09 21:03:35+00:00,"[arxiv.Result.Author('Shahar Dolev'), arxiv.Result.Author('Itamar Pitowsky'), arxiv.Result.Author('Boaz Tamir')]"
60,Blind proxy voting,"A secret ballot mechanism that enables voting in absence is proposed. It
amends standard vote collection methods that use ballot box as anonymizer,
adding the option for absent voters to vote by a proxy blinded to the content
of the ballot paper. Votes are cast under unique and hidden identification
numbers generated solely for the purpose of that election. Voters prepare their
ballot papers from scratch and submit them to the tallying authority in two
parts via separate routes, each part being meaningless without the other.",1812.11128v1,['cs.CR'],2018-12-28 17:41:13+00:00,[arxiv.Result.Author('Zuzana Haniková')]
61,"Polarization, Abstention, and the Median Voter Theorem","The median voter theorem has long been the default model of voter behavior
and candidate choice. While contemporary work on the distribution of political
opinion has emphasized polarization and an increasing gap between the ""left""
and the ""right"" in democracies, the median voter theorem presents a model of
anti-polarization: competing candidates move to the center of the ideological
distribution to maximize vote share, regardless of the underlying ideological
distribution of voters. These anti-polar results, however, largely depend on
the ""singled-peakedness"" of voter preferences, an assumption that is rapidly
loosing relevance in the age of polarization. This article presents a model of
voter choice that examines three potential mechanisms that can undermine this
finding: a relative cost of voting that deters voters who are sufficiently
indifferent to both candidates, ideologically motivated third-party
alternatives that attract extreme voters, and a bimodal distribution of voter
ideology. Under reasonable sets of conditions and empirically observed voter
opinion distributions, these mechanisms can be sufficient to cause
strategically-minded candidates to fail to converge to the center, or to even
become more polarized than their electorate.",2103.12847v1,"['physics.soc-ph', 'math.OC']",2021-03-23 21:14:22+00:00,"[arxiv.Result.Author('Matthew I. Jones'), arxiv.Result.Author('Antonio D. Sirianni'), arxiv.Result.Author('Feng Fu')]"
62,A Fault Tolerance Improved Majority Voter for TMR System Architectures,"For digital system designs, triple modular redundancy (TMR), which is a
3-tuple version of N-modular redundancy is widely preferred for many
mission-control and safety-critical applications. The TMR scheme involves
two-times duplication of the simplex system hardware, with a majority voter
ensuring correctness provided at least two out of three copies of the system
remain operational. Thus the majority voter plays a pivotal role in ensuring
the correct operation of the system. The fundamental assumption implicit in the
TMR scheme is that the majority voter does not become faulty, which may not
hold well for implementations based on latest technology nodes with dimensions
of the order of just tens of nanometers. To overcome the drawbacks of the
classical majority voter some new voter designs were put forward in the
literature with the aim of enhancing the fault tolerance. However, these voter
designs generally ensure the correct system operation in the presence of either
a faulty function module or the faulty voter, considered only in isolation.
Since multiple faults may no longer be excluded in the nanoelectronics regime,
simultaneous fault occurrences on both the function module and the voter should
be considered, and the fault tolerance of the voters have to be analyzed under
such a scenario. In this context, this article proposes a new fault-tolerant
majority voter which is found to be more robust to faults than the existing
voters in the presence of faults occurring internally and/or externally to the
voter. Moreover, the proposed voter features less power dissipation, delay, and
area metrics based on the simulation results obtained by using a 32/28nm CMOS
process.",1605.03771v2,['cs.AR'],2016-05-12 11:54:44+00:00,"[arxiv.Result.Author('P Balasubramanian'), arxiv.Result.Author('K Prasad')]"
63,On the Computational Complexity of Variants of Combinatorial Voter Control in Elections,"Voter control problems model situations in which an external agent tries
toaffect the result of an election by adding or deleting the fewest number of
voters. The goal of the agent is to make a specific candidate either win
(\emph{constructive} control) or lose (\emph{destructive} control) the
election. We study the constructive and destructive voter control problems
whenadding and deleting voters have a \emph{combinatorial flavor}: If we add
(resp.\ delete) a voter~$v$, we also add (resp.\ delete) a bundle~$\kappa(v) $
of voters that are associated with~$v$. While the bundle~$\kappa(v)$ may have
more than one voter, a voter may also be associated with more than one voter.
We analyze the computational complexity of the four voter control problems for
the Plurality rule. We obtain that, in general, making a candidate lose is
computationally easier than making her win. In particular, if the bundling
relation is symmetric (i.e.\ $\forall w\colon w \in \kappa(v) \Leftrightarrow v
\in \kappa(w) $), and if each voter has at most two voters associated with him,
then destructive control is polynomial-time solvable while the constructive
variant remains $\NP$-hard. Even if the bundles are disjoint (i.e.\ $\forall
w\colon w \in \kappa(v) \Leftrightarrow \kappa(v) = \kappa(w) $), the
constructive problem variants remain intractable. Finally, the minimization
variant of constructive control by adding voters does not admit an efficient
approximation algorithm, unless P=NP.",1701.05108v1,['cs.MA'],2017-01-18 15:36:46+00:00,"[arxiv.Result.Author('Leon Kellerhals'), arxiv.Result.Author('Viatcheslav Korenwein'), arxiv.Result.Author('Philipp Zschoche'), arxiv.Result.Author('Robert Bredereck'), arxiv.Result.Author('Jiehua Chen')]"
64,Ranking Swing Voters in Congressional Elections,"We present a model for quantitatively identifying swing voters in
congressional elections. This is achieved by predicting an individual voter's
likelihood to vote and an individual voter's likelihood to vote for a given
party, if he votes. We make a rough prediction of these values. We then update
these predictions by incorporating information on a municipality wide basis via
aggregate data to enhance our estimate under the assumption that nearby voters
have similar behavior, which could be due to social interaction or common
external factors. Finally, we use a ranking scheme on these predictions to
identify two key types of voter: 1) Voters who are likely to vote that we can
convince to vote for a given party; and, 2) Voters who are likely to vote for a
given party, if they vote, that we can convince to actually turn out to vote.
Once these voters have been identified, a political campaign can use this
information to micro-target voters and win more votes.",1405.5111v1,"['physics.soc-ph', 'math.PR', 'stat.AP']",2014-05-19 06:30:42+00:00,[arxiv.Result.Author('Steven Ambadjes')]
65,2-Dimensional Euclidean Preferences,"A preference profile with m alternatives and n voters is 2-dimensional
Euclidean if both the alternatives and the voters can be placed into a
2-dimensional space such that for each pair of alternatives, every voter
prefers the one which has a shorter Euclidean distance to the voter. We study
how 2-dimensional Euclidean preference profiles depend on the values m and n.
We find that any profile with at most two voters or at most three alternatives
is 2-dimensional Euclidean while for three voters, we can show this property
for up to seven alternatives. The results are tight in terms of Bogomolnaia and
Laslier [2, Proposition 15(1)].",2205.14687v1,"['cs.GT', 'cs.MA']",2022-05-29 15:06:14+00:00,"[arxiv.Result.Author('Laurent Bulteau'), arxiv.Result.Author('Jiehua Chen')]"
66,TRIP: Trustless Coercion-Resistant In-Person Voter Registration,"Most existing remote electronic voting systems are vulnerable to voter
coercion and vote buying. While coercion-resistant voting systems address this
challenge, current schemes assume that the voter has access to an untappable,
incorruptible device during voter registration. We present TRIP, an in-person
voter registration scheme enabling voters to create verifiable and
indistinguishable real and fake credentials using an untrusted kiosk inside a
privacy booth at a supervised location, e.g., the registrar's office. TRIP
ensures the integrity of the voter's real credential while enabling the
creation of fake credentials using interactive zero-knowledge proofs between
the voter as the verifier and the kiosk as the prover, unbeknownst to the
average voter. TRIP ensures that even voters who are under extreme coercion,
and cannot leave the booth with a real credential, can delegate their vote to a
political party, with the caveat that they must then trust the kiosk. TRIP
optimizes the tallying process by limiting the number of credentials a voter
can receive and capping the number of votes that a credential can cast per
election. We conduct a preliminary usability study among 41 participants at a
university and found that 42.5% of participants rated TRIP a B or higher in
usability, a promising result for a voter registration scheme that
substantially reduces trust in the registrar.",2202.06692v1,"['cs.CR', 'cs.CY', 'cs.HC']",2022-02-14 13:35:46+00:00,"[arxiv.Result.Author('Louis-Henri Merino'), arxiv.Result.Author('Simone Colombo'), arxiv.Result.Author('Jeff Allen'), arxiv.Result.Author('Vero Estrada-Galiñanes'), arxiv.Result.Author('Bryan Ford')]"
67,Combinatorial Voter Control in Elections,"Voter control problems model situations such as an external agent trying to
affect the result of an election by adding voters, for example by convincing
some voters to vote who would otherwise not attend the election. Traditionally,
voters are added one at a time, with the goal of making a distinguished
alternative win by adding a minimum number of voters. In this paper, we
initiate the study of combinatorial variants of control by adding voters: In
our setting, when we choose to add a voter~$v$, we also have to add a whole
bundle $\kappa(v)$ of voters associated with $v$. We study the computational
complexity of this problem for two of the most basic voting rules, namely the
Plurality rule and the Condorcet rule.",1406.6859v1,"['cs.MA', 'cs.GT']",2014-06-26 11:55:44+00:00,"[arxiv.Result.Author('Laurent Bulteau'), arxiv.Result.Author('Jiehua Chen'), arxiv.Result.Author('Piotr Faliszewski'), arxiv.Result.Author('Rolf Niedermeier'), arxiv.Result.Author('Nimrod Talmon')]"
68,A Parameterized Perspective on Protecting Elections,"We study the parameterized complexity of the optimal defense and optimal
attack problems in voting. In both the problems, the input is a set of voter
groups (every voter group is a set of votes) and two integers $k_a$ and $k_d$
corresponding to respectively the number of voter groups the attacker can
attack and the number of voter groups the defender can defend. A voter group
gets removed from the election if it is attacked but not defended. In the
optimal defense problem, we want to know if it is possible for the defender to
commit to a strategy of defending at most $k_d$ voter groups such that, no
matter which $k_a$ voter groups the attacker attacks, the outcome of the
election does not change. In the optimal attack problem, we want to know if it
is possible for the attacker to commit to a strategy of attacking $k_a$ voter
groups such that, no matter which $k_d$ voter groups the defender defends, the
outcome of the election is always different from the original (without any
attack) one.",1905.11838v1,"['cs.MA', 'cs.AI', 'cs.CY', 'cs.DS', 'cs.GT']",2019-05-28 14:20:33+00:00,"[arxiv.Result.Author('Palash Dey'), arxiv.Result.Author('Neeldhara Misra'), arxiv.Result.Author('Swaprava Nath'), arxiv.Result.Author('Garima Shakya')]"
69,Wisdom of the Crowd Voting: Truthful Aggregation of Voter Information and Preferences,"We consider two-alternative elections where voters' preferences depend on a
state variable that is not directly observable. Each voter receives a private
signal that is correlated to the state variable. Voters may be ""contingent""
with different preferences in different states; or predetermined with the same
preference in every state. In this setting, even if every voter is a contingent
voter, agents voting according to their private information need not result in
the adoption of the universally preferred alternative, because the signals can
be systematically biased.
  We present an easy-to-deploy mechanism that elicits and aggregates the
private signals from the voters, and outputs the alternative that is favored by
the majority. In particular, voters truthfully reporting their signals forms a
strong Bayes Nash equilibrium (where no coalition of voters can deviate and
receive a better outcome).",2108.03749v1,"['cs.GT', '91A06, 91A27', 'J.4']",2021-08-08 22:20:15+00:00,"[arxiv.Result.Author('Grant Schoenebeck'), arxiv.Result.Author('Biaoshuai Tao')]"
70,Physical Cryptographic Signatures for Absentee Ballots,"Physical signature verification on absentee ballots became a major flashpoint
in the 2018 midterm elections in the United States, especially in states like
Georgia, Florida, and Arizona, where close election margins resulted in
heightened attention to the counting of absentee ballots. As vote-by-mail
solutions are becoming more prevalent across the U.S., these issues are sure to
continue affecting elections in the United States. Signature verification is an
inexact science; often times guidelines can vary widely from jurisdiction to
jurisdiction. In this paper we provide a cryptographic remedy to this solution
that is usable, secure, and easily integrated into existing election
infrastructure.",1812.09423v1,['cs.CR'],2018-12-22 00:43:31+00:00,[arxiv.Result.Author('Matthew Bernhard')]
71,Identifying Possible Winners in Ranked Choice Voting Elections with Outstanding Ballots,"Several election districts in the US have recently moved to ranked-choice
voting (RCV) to decide the results of local elections. RCV allows voters to
rank their choices, and the results are computed in rounds, eliminating one
candidate at a time. RCV ensures fairer elections and has been shown to
increase elected representation of women and people of color. A main drawback
of RCV is that the round-by-round process requires all the ballots to be
tallied before the results of an election can be calculated. With increasingly
large portions of ballots coming from absentee voters, RCV election outcomes
are not always apparent on election night, and can take several weeks to be
published, leading to a loss of trust in the electoral process from the public.
In this paper, we present an algorithm for efficiently computing possible
winners of RCV elections from partially known ballots and evaluate it on data
from the recent New York City Primary elections. We show that our techniques
allow to significantly narrow down the field of possible election winners, and
in some case identify the winner as soon as election night despite a number of
yet-unaccounted absentee ballots, providing more transparency in the electoral
process.",2206.12741v1,['cs.CY'],2022-06-25 22:08:15+00:00,"[arxiv.Result.Author('Alborz Jelvani'), arxiv.Result.Author('Amélie Marian')]"
72,PROVIDENCE: a Flexible Round-by-Round Risk-Limiting Audit,"A Risk-Limiting Audit (RLA) is a statistical election tabulation audit with a
rigorous error guarantee. We present ballot polling RLA PROVIDENCE, an audit
with the efficiency of MINERVA and flexibility of BRAVO. We prove that
PROVIDENCE is risk-limiting in the presence of an adversary who can choose
subsequent round sizes given knowledge of previous samples. We describe a
measure of audit workload as a function of the number of rounds, precincts
touched, and ballots drawn.We quantify the problem of obtaining a misleading
audit sample when rounds are too small, demonstrating the importance of the
resulting constraint on audit planning. We present simulation results
demonstrating the superiority of PROVIDENCE using these measures and describing
an approach to planning audit round schedules.
  We describe the use of PROVIDENCE by the Rhode Island Board of Elections in a
tabulation audit of the 2021 election. Our implementation of PROVIDENCE and
audit planning tools in the open source R2B2 library should be useful to the
states of Georgia and Pennsylvania, which are planning pre-certification ballot
polling RLAs for the 2022 general election.",2210.08717v1,['cs.CR'],2022-10-17 03:14:46+00:00,"[arxiv.Result.Author('Oliver Broadrick'), arxiv.Result.Author('Poorvi L. Vora'), arxiv.Result.Author('Filip Zagórski')]"
73,Towards solar activity maximum 24 as seen by GOLF and VIRGO/SPM instruments,"All p-mode parameters vary with time as a response to the changes induced by
the cyclic behavior of solar magnetic activity. After the unusual long
solar-activity minimum between cycles 23 and 24, where the p-mode parameters
have shown a different behavior than the surface magnetic proxies, we analyze
the temporal variation of low-degree p-mode parameters measured by GOLF (in
velocity) and VIRGO (in intensity) Sun-as-a-star instruments on board SoHO. We
then compared our results with other activity proxies.",1301.6930v1,['astro-ph.SR'],2013-01-29 14:30:12+00:00,"[arxiv.Result.Author('R. A. Garcia'), arxiv.Result.Author('D. Salabert'), arxiv.Result.Author('S. Mathur'), arxiv.Result.Author('C. Regulo'), arxiv.Result.Author('J. Ballot'), arxiv.Result.Author('G. R. Davies'), arxiv.Result.Author('A. Jimenez'), arxiv.Result.Author('R. Simoniello')]"
74,On Covering a Solid Sphere with Concentric Spheres in ${\mathbb Z}^3$,"We show that a digital sphere, constructed by the circular sweep of a digital
semicircle (generatrix) around its diameter, consists of some holes
(absentee-voxels), which appear on its spherical surface of revolution. This
incompleteness calls for a proper characterization of the absentee-voxels whose
restoration will yield a complete spherical surface without any holes. In this
paper, we present a characterization of such absentee-voxels using certain
techniques of digital geometry and show that their count varies quadratically
with the radius of the semicircular generatrix. Next, we design an algorithm to
fill these absentee-voxels so as to generate a spherical surface of revolution,
which is more realistic from the viewpoint of visual perception. We further
show that covering a solid sphere by a set of complete spheres also results in
an asymptotically larger count of absentees, which is cubic in the radius of
the sphere. The characterization and generation of complete solid spheres
without any holes can also be accomplished in a similar fashion. We furnish
test results to substantiate our theoretical findings.",1411.1395v1,"['cs.CG', 'cs.DM']",2014-10-23 05:05:23+00:00,"[arxiv.Result.Author('Sahadev Bera'), arxiv.Result.Author('Partha Bhowmick'), arxiv.Result.Author('Bhargab B. Bhattacharya')]"
75,Limiting Risk by Turning Manifest Phantoms into Evil Zombies,"Drawing a random sample of ballots to conduct a risk-limiting audit generally
requires knowing how the ballots cast in an election are organized into groups,
for instance, how many containers of ballots there are in all and how many
ballots are in each container. A list of the ballot group identifiers along
with number of ballots in each group is called a ballot manifest. What if the
ballot manifest is not accurate? Surprisingly, even if ballots are known to be
missing from the manifest, it is not necessary to make worst-case assumptions
about those ballots--for instance, to adjust the margin by the number of
missing ballots--to ensure that the audit remains conservative. Rather, it
suffices to make worst-case assumptions about the individual randomly selected
ballots that the audit cannot find. This observation provides a simple
modification to some risk-limiting audit procedures that makes them
automatically become more conservative if the ballot manifest has errors. The
modification--phantoms to evil zombies (~2EZ)--requires only an upper bound on
the total number of ballots cast. ~2EZ makes the audit P-value stochastically
larger than it would be had the manifest been accurate, automatically requiring
more than enough ballots to be audited to offset the manifest errors. This
ensures that the true risk limit remains smaller than the nominal risk limit.
On the other hand, if the manifest is in fact accurate and the upper bound on
the total number of ballots equals the total according to the manifest, ~2EZ
has no effect at all on the number of ballots audited nor on the true risk
limit.",1207.3413v1,['stat.AP'],2012-07-14 11:26:02+00:00,"[arxiv.Result.Author('Jorge H. Banuelos'), arxiv.Result.Author('Philip B. Stark')]"
76,A Complete Enumeration of Ballot Permutations Avoiding Sets of Small Patterns,"Permutations whose prefixes contain at least as many ascents as descents are
called ballot permutations. Lin, Wang, and Zhao have previously enumerated
ballot permutations avoiding small patterns and have proposed the problem of
enumerating ballot permutations avoiding a pair of permutations of length $3$.
We completely enumerate ballot permutations avoiding two patterns of length $3$
and we relate these avoidance classes with their respective recurrence
relations and formulas, which leads to an interesting bijection between ballot
permutations avoiding $132$ and $312$ with left factors of Dyck paths. In
addition, we also conclude the Wilf-classification of ballot permutations
avoiding sets of two patterns of length $3$, and we then extend our results to
completely enumerate ballot permutations avoiding three patterns of length $3$.",2209.06087v1,"['math.CO', '05A05']",2022-09-13 15:37:45+00:00,[arxiv.Result.Author('Nathan Sun')]
77,Modeling Voters in Multi-Winner Approval Voting,"In many real world situations, collective decisions are made using voting
and, in scenarios such as committee or board elections, employing voting rules
that return multiple winners. In multi-winner approval voting (AV), an agent
submits a ballot consisting of approvals for as many candidates as they wish,
and winners are chosen by tallying up the votes and choosing the top-$k$
candidates receiving the most approvals. In many scenarios, an agent may
manipulate the ballot they submit in order to achieve a better outcome by
voting in a way that does not reflect their true preferences. In complex and
uncertain situations, agents may use heuristics instead of incurring the
additional effort required to compute the manipulation which most favors them.
In this paper, we examine voting behavior in single-winner and multi-winner
approval voting scenarios with varying degrees of uncertainty using behavioral
data obtained from Mechanical Turk. We find that people generally manipulate
their vote to obtain a better outcome, but often do not identify the optimal
manipulation. There are a number of predictive models of agent behavior in the
COMSOC and psychology literature that are based on cognitively plausible
heuristic strategies. We show that the existing approaches do not adequately
model real-world data. We propose a novel model that takes into account the
size of the winning set and human cognitive constraints, and demonstrate that
this model is more effective at capturing real-world behaviors in multi-winner
approval voting scenarios.",2012.02811v1,"['cs.GT', 'cs.AI', 'cs.MA', '91A80, 91B10, 91B12, 91B14', 'J.4; I.2']",2020-12-04 19:24:28+00:00,"[arxiv.Result.Author('Jaelle Scheuerman'), arxiv.Result.Author('Jason Harman'), arxiv.Result.Author('Nicholas Mattei'), arxiv.Result.Author('K. Brent Venable')]"
78,Can Voters Detect Errors on Their Printed Ballots? Absolutely,"There is still debate on whether voters can detect malicious changes in their
printed ballot after making their selections on a Ballot Marking Device (BMD).
In this study, we altered votes on a voter's ballot after they had made their
selections on a BMD. We then required them to examine their ballots for any
changes from the slate they used to vote. Overall accuracy was exceptionally
high. Participants saw 1440 total contests, and of those 1440, there were a
total of 4 errors, so total accuracy was 99.8%. Participants were able to
perform with near-perfect accuracy regardless of ballot length, ballot type,
number of altered races, and location of altered races. Detection performance
was extremely robust. We conclude that with proper direction and resources,
voters can be near-perfect detectors of ballot changes on printed paper ballots
after voting with a BMD. This finding has significant implications for the
voting community as BMD use continues to grow. Research should now focus on
identifying administrative and behavioral methods that will prompt and
encourage voters to check their BMD-generated ballots before they drop them in
the ballot box.",2204.09780v1,"['cs.HC', 'cs.CR', 'H.1.2; J.4']",2022-04-20 20:40:32+00:00,"[arxiv.Result.Author('Philip Kortum'), arxiv.Result.Author('Michael D. Byrne'), arxiv.Result.Author('Chidera O. Azubike'), arxiv.Result.Author('Laura E. Roty')]"
79,On the Bee-Identification Error Exponent with Absentee Bees,"The ""bee-identification problem"" was formally defined by Tandon, Tan and
Varshney [IEEE Trans. Commun. (2019) [Online early access]], and the error
exponent was studied. This work extends the results for the ""absentee bees""
scenario, where a small fraction of the bees are absent in the beehive image
used for identification. For this setting, we present an exact characterization
of the bee-identification error exponent, and show that independent barcode
decoding is optimal, i.e., joint decoding of the bee barcodes does not result
in a better error exponent relative to independent decoding of each noisy
barcode. This is in contrast to the result without absentee bees, where joint
barcode decoding results in a significantly higher error exponent than
independent barcode decoding. We also define and characterize the ""capacity""
for the bee-identification problem with absentee bees, and prove the strong
converse for the same.",1910.10333v1,"['cs.IT', 'math.IT']",2019-10-23 03:57:35+00:00,"[arxiv.Result.Author('Anshoo Tandon'), arxiv.Result.Author('Vincent Y. F. Tan'), arxiv.Result.Author('Lav R. Varshney')]"
80,Physical Cryptographic Signatures for Absentee Ballots,"Physical signature verification on absentee ballots became a major flashpoint
in the 2018 midterm elections in the United States, especially in states like
Georgia, Florida, and Arizona, where close election margins resulted in
heightened attention to the counting of absentee ballots. As vote-by-mail
solutions are becoming more prevalent across the U.S., these issues are sure to
continue affecting elections in the United States. Signature verification is an
inexact science; often times guidelines can vary widely from jurisdiction to
jurisdiction. In this paper we provide a cryptographic remedy to this solution
that is usable, secure, and easily integrated into existing election
infrastructure.",1812.09423v1,['cs.CR'],2018-12-22 00:43:31+00:00,[arxiv.Result.Author('Matthew Bernhard')]
81,Identifying Possible Winners in Ranked Choice Voting Elections with Outstanding Ballots,"Several election districts in the US have recently moved to ranked-choice
voting (RCV) to decide the results of local elections. RCV allows voters to
rank their choices, and the results are computed in rounds, eliminating one
candidate at a time. RCV ensures fairer elections and has been shown to
increase elected representation of women and people of color. A main drawback
of RCV is that the round-by-round process requires all the ballots to be
tallied before the results of an election can be calculated. With increasingly
large portions of ballots coming from absentee voters, RCV election outcomes
are not always apparent on election night, and can take several weeks to be
published, leading to a loss of trust in the electoral process from the public.
In this paper, we present an algorithm for efficiently computing possible
winners of RCV elections from partially known ballots and evaluate it on data
from the recent New York City Primary elections. We show that our techniques
allow to significantly narrow down the field of possible election winners, and
in some case identify the winner as soon as election night despite a number of
yet-unaccounted absentee ballots, providing more transparency in the electoral
process.",2206.12741v1,['cs.CY'],2022-06-25 22:08:15+00:00,"[arxiv.Result.Author('Alborz Jelvani'), arxiv.Result.Author('Amélie Marian')]"
82,On Covering a Solid Sphere with Concentric Spheres in ${\mathbb Z}^3$,"We show that a digital sphere, constructed by the circular sweep of a digital
semicircle (generatrix) around its diameter, consists of some holes
(absentee-voxels), which appear on its spherical surface of revolution. This
incompleteness calls for a proper characterization of the absentee-voxels whose
restoration will yield a complete spherical surface without any holes. In this
paper, we present a characterization of such absentee-voxels using certain
techniques of digital geometry and show that their count varies quadratically
with the radius of the semicircular generatrix. Next, we design an algorithm to
fill these absentee-voxels so as to generate a spherical surface of revolution,
which is more realistic from the viewpoint of visual perception. We further
show that covering a solid sphere by a set of complete spheres also results in
an asymptotically larger count of absentees, which is cubic in the radius of
the sphere. The characterization and generation of complete solid spheres
without any holes can also be accomplished in a similar fashion. We furnish
test results to substantiate our theoretical findings.",1411.1395v1,"['cs.CG', 'cs.DM']",2014-10-23 05:05:23+00:00,"[arxiv.Result.Author('Sahadev Bera'), arxiv.Result.Author('Partha Bhowmick'), arxiv.Result.Author('Bhargab B. Bhattacharya')]"
83,$k$-Cut: A Simple Approximately-Uniform Method for Sampling Ballots in Post-Election Audits,"We present an approximate sampling framework and discuss how risk-limiting
audits can compensate for these approximations, while maintaining their
""risk-limiting"" properties. Our framework is general and can compensate for
counting mistakes made during audits.
  Moreover, we present and analyze a simple approximate sampling
method,""$k$-cut"", for picking a ballot randomly from a stack, without counting.
Our method involves doing $k$ ""cuts"", each involving moving a random portion of
ballots from the top to the bottom of the stack, and then picking the ballot on
top. Unlike conventional methods of picking a ballot at random, $k$-cut does
not require identification numbers on the ballots or counting many ballots per
draw. We analyze how close the distribution of chosen ballots is to the uniform
distribution, and design different mitigation procedures. We show that $k=6$
cuts is enough for an risk-limiting election audit, based on empirical data,
which would provide a significant increase in efficiency.",1811.08811v3,['cs.DS'],2018-11-21 16:26:33+00:00,"[arxiv.Result.Author('Mayuri Sridhar'), arxiv.Result.Author('Ronald L. Rivest')]"
84,Sophisticated Attacks on Decoy Ballots: The Devil's Menu and the Market for Lemons,"Decoy ballots do not count in election outcomes, but otherwise they are
indistinguishable from real ballots. By means of a game-theoretical model, we
show that decoy ballots may not provide effective protection against a
malevolent adversary trying to buy real ballots. If the citizenry is divided
into subgroups (or districts), the adversary can construct a so-called ""Devil's
Menu"" consisting of several prices. In equilibrium, the adversary can buy the
real ballots of any strict subset of districts at a price corresponding to the
willingness to sell on the part of the citizens holding such ballots. By
contrast, decoy voters are trapped into selling their ballots at a low, or even
negligible, price. Blowing up the adversary's budget by introducing decoy
ballots may thus turn out to be futile. The Devil's Menu can also be applied to
the well-known ""Lemons Problem"".",1712.05477v1,['cs.GT'],2017-12-14 23:54:58+00:00,"[arxiv.Result.Author('Hans Gersbach'), arxiv.Result.Author('Akaki Mamageishvili'), arxiv.Result.Author('Oriol Tejada')]"
85,SOBA: Secrecy-preserving Observable Ballot-level Audit,"SOBA is an approach to election verification that provides observers with
justifiably high confidence that the reported results of an election are
consistent with an audit trail (""ballots""), which can be paper or electronic.
SOBA combines three ideas: (1) publishing cast vote records (CVRs) separately
for each contest, so that anyone can verify that each reported contest outcome
is correct, if the CVRs reflect voters' intentions with sufficient accuracy;
(2) shrouding a mapping between ballots and the CVRs for those ballots to
prevent the loss of privacy that could occur otherwise; (3) assessing the
accuracy with which the CVRs reflect voters' intentions for a collection of
contests while simultaneously assessing the integrity of the shrouded mapping
between ballots and CVRs by comparing randomly selected ballots to the CVRs
that purport to represent them. Step (1) is related to work by the Humboldt
County Election Transparency Project, but publishing CVRs separately for
individual contests rather than images of entire ballots preserves privacy.
Step (2) requires a cryptographic commitment from elections officials.
Observers participate in step (3), which relies on the ""super-simple
simultaneous single-ballot risk-limiting audit."" Step (3) is designed to reveal
relatively few ballots if the shrouded mapping is proper and the CVRs
accurately reflect voter intent. But if the reported outcomes of the contests
differ from the outcomes that a full hand count would show, step (3) is
guaranteed to have a large chance of requiring all the ballots to be counted by
hand, thereby limiting the risk that an incorrect outcome will become official
and final.",1105.5803v2,"['stat.AP', 'cs.CR', 'cs.CY']",2011-05-29 17:00:20+00:00,"[arxiv.Result.Author('Josh Benaloh'), arxiv.Result.Author('Douglas Jones'), arxiv.Result.Author('Eric Lazarus'), arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Philip B. Stark')]"
86,Ballot Paths Avoiding Depth Zero Patterns,"In a paper by Sapounakis, Tasoulas, and Tsikouras \cite{stt}, the authors
count the number of occurrences of patterns of length four in Dyck paths. In
this paper we specify in one direction and generalize in another. We only count
ballot paths that avoid a given pattern, where a ballot path stays weakly above
the diagonal $y=x$, starts at the origin, and takes steps from the set
$\{\uparrow ,\to \}=\{u,r\}$. A pattern is a finite string made from the same
step set; it is also a path. Notice that a ballot path ending at a point along
the diagonal is a Dyck path.",1004.2710v1,['math.CO'],2010-04-15 20:23:45+00:00,"[arxiv.Result.Author('Heinrich Niederhausen'), arxiv.Result.Author('Shaun Sullivan')]"
87,RAIRE: Risk-Limiting Audits for IRV Elections,"Risk-limiting post election audits guarantee a high probability of correcting
incorrect election results, independent of why the result was incorrect.
Ballot-polling audits select ballots at random and interpret those ballots as
evidence for and against the reported result, continuing this process until
either they support the recorded result, or they fall back to a full manual
recount. For elections with digitised scanning and counting of ballots, a
comparison audit compares randomly selected digital ballots with their paper
versions. Discrepancies are referred to as errors, and are used to build
evidence against or in support of the recorded result. Risk-limiting audits for
first-past-the-post elections are well understood, and used in some US
elections. We define a number of approaches to ballot-polling and comparison
risk-limiting audits for Instant Runoff Voting (IRV) elections. We show that
for almost all real elections we found, we can perform a risk-limiting audit by
looking at only a small fraction of the total ballots (assuming no errors were
made in the tallying and distribution of votes).",1903.08804v2,['cs.DS'],2019-03-20 06:19:10+00:00,"[arxiv.Result.Author('Michelle Blom'), arxiv.Result.Author('Peter J. Stuckey'), arxiv.Result.Author('Vanessa Teague')]"
